   206	03:25 0 
   207	03:26 0 
   208	03:27 0 
   209	03:28 0 
   210	03:29 0 
   211	03:30 0 
   212	03:31 0 
   213	03:32 0 
   214	03:33 0 
   215	03:34 0 
   216	03:35 0 
   217	03:36 0 
   218	03:37 0 
   219	03:38 0 
   220	03:39 0 
   221	03:40 0 
   222	03:41 0 
   223	03:42 0 
   224	03:43 0 
   225	03:44 0 
   226	03:45 0 
   227	03:46 0 
   228	03:47 0 
   229	03:48 0 
   230	03:49 0 
   231	03:50 0 
   232	03:51 0 
   233	03:52 0 
   234	03:53 0 
   235	03:54 0 
   236	03:55 0 
   237	03:56 0 
   238	03:57 0 
   239	03:58 0 
   240	03:59 0 
   241	04:00 0 
   242	04:01 0 
   243	04:02 0 
   244	04:03 0 
   245	04:04 0 
   246	04:05 0 
   247	04:06 0 
   248	04:07 0 
   249	04:08 0 
   250	04:09 0 
   251	04:10 0 
   252	04:11 0 
   253	04:12 0 
   254	04:13 0 
   255	04:14 0 
   256	04:15 0 
   257	04:16 0 
   258	04:17 0 
   259	04:18 0 
   260	04:19 0 
   261	04:20 0 
   262	04:21 0 
   263	04:22 0 
   264	04:23 0 
   265	04:24 0 
   266	04:25 0 
   267	04:26 0 
   268	04:27 0 
   269	04:28 0 
   270	04:29 0 
   271	04:30 0 
   272	04:31 0 
   273	04:32 0 
   274	04:33 0 
   275	04:34 0 
   276	04:35 0 
   277	04:36 0 
   278	04:37 0 
   279	04:38 0 
   280	04:39 0 
   281	04:40 0 
   282	04:41 0 
   283	04:42 0 
   284	04:43 0 
   285	04:44 0 
   286	04:45 0 
   287	04:46 0 
   288	04:47 0 
   289	04:48 0 
   290	04:49 0 
   291	04:50 0 
   292	04:51 0 
   293	04:52 0 
   294	04:53 0 
   295	04:54 0 
   296	04:55 0 
   297	04:56 0 
   298	04:57 0 
   299	04:58 0 
   300	04:59 0 
   301	05:00 0 
   302	05:01 0 
   303	05:02 0 
   304	05:03 0 
   305	05:04 0 
   306	05:05 0 
   307	05:06 0 
   308	05:07 0 
   309	05:08 0 
   310	05:09 0 
   311	05:10 0 
   312	05:11 0 
   313	05:12 0 
   314	05:13 0 
   315	05:14 0 
   316	05:15 0 
   317	05:16 0 
   318	05:17 0 
   319	05:18 0 
   320	05:19 0 
   321	05:20 0 
   322	05:21 0 
   323	05:22 0 
   324	05:23 0 
   325	05:24 0 
   326	05:25 0 
   327	05:26 0 
   328	05:27 0 
   329	05:28 0 
   330	05:29 0 
   331	05:30 0 
   332	05:31 0 
   333	05:32 0 
   334	05:33 0 
   335	05:34 0 
   336	05:35 0 
   337	05:36 0 
   338	05:37 0 
   339	05:38 0 
   340	05:39 0 
   341	05:40 0 
   342	05:41 0 
   343	05:42 0 
   344	05:43 0 
   345	05:44 0 
   346	05:45 0 
   347	05:46 0 
   348	05:47 0 
   349	05:48 0 
   350	05:49 0 
   351	05:50 0 
   352	05:51 0 
   353	05:52 0 
   354	05:53 0 
   355	05:54 0 
   356	05:55 0 
   357	05:56 0 
   358	05:57 0 
   359	05:58 0 
   360	05:59 0 
   361	06:00 0 
   362	06:01 0 
   363	06:02 0 
   364	06:03 0 
   365	06:04 0 
   366	06:05 0 
   367	06:06 0 
   368	06:07 0 
   369	06:08 0 
   370	06:09 0 
   371	06:10 0 
   372	06:11 0 
   373	06:12 0 
   374	06:13 0 
   375	06:14 0 
   376	06:15 0 
   377	06:16 0 
   378	06:17 0 
   379	06:18 0 
   380	06:19 0 
   381	06:20 0 
   382	06:21 0 
   383	06:22 0 
   384	06:23 0 
   385	06:24 0 
   386	06:25 0 
   387	06:26 0 
   388	06:27 0 
   389	06:28 0 
   390	06:29 0 
   391	06:30 0 
   392	06:31 0 
   393	06:32 0 
   394	06:33 0 
   395	06:34 0 
   396	06:35 0 
   397	06:36 0 
   398	06:37 0 
   399	06:38 0 
   400	06:39 0 
   401	06:40 0 
   402	06:41 0 
   403	06:42 0 
   404	06:43 0 
   405	06:44 0 
   406	06:45 0 
   407	06:46 0 
   408	06:47 0 
   409	06:48 0 
   410	06:49 0 
   411	06:50 0 
   412	06:51 0 
   413	06:52 0 
   414	06:53 0 
   415	06:54 0 
   416	06:55 0 
   417	06:56 0 
   418	06:57 0 
   419	06:58 0 
   420	06:59 0 
   421	07:00 0 
   422	07:01 0 
   423	07:02 0 
   424	07:03 0 
   425	07:04 0 
   426	07:05 0 
   427	07:06 0 
   428	07:07 0 
   429	07:08 0 
   430	07:09 0 
   431	07:10 0 
   432	07:11 0 
   433	07:12 0 
   434	07:13 0 
   435	07:14 0 
   436	07:15 0 
   437	07:16 0 
   438	07:17 0 
   439	07:18 0 
   440	07:19 0 
   441	07:20 0 
   442	07:21 0 
   443	07:22 0 
   444	07:23 0 
   445	07:24 0 
   446	07:25 0 
   447	07:26 0 
   448	07:27 0 
   449	07:28 0 
   450	07:29 0 
   451	07:30 0 
   452	07:31 0 
   453	07:32 0 
   454	07:33 0 
   455	07:34 0 
   456	07:35 0 
   457	07:36 0 
   458	07:37 0 
   459	07:38 0 
   460	07:39 0 
   461	07:40 0 
   462	07:41 0 
   463	07:42 0 
   464	07:43 0 
   465	07:44 0 
   466	07:45 0 
   467	07:46 0 
   468	07:47 0 
   469	07:48 0 
   470	07:49 0 
   471	07:50 0 
   472	07:51 0 
   473	07:52 0 
   474	07:53 0 
   475	07:54 0 
   476	07:55 0 
   477	07:56 0 
   478	07:57 0 
   479	07:58 0 
   480	07:59 0 
   481	08:00 0 
   482	08:01 0 
   483	08:02 0 
   484	08:03 0 
   485	08:04 0 
   486	08:05 0 
   487	08:06 0 
   488	08:07 0 
   489	08:08 0 
   490	08:09 0 
   491	08:10 0 
   492	08:11 0 
   493	08:12 0 
   494	08:13 0 
   495	08:14 0 
   496	08:15 0 
   497	08:16 0 
   498	08:17 0 
   499	08:18 0 
   500	08:19 0 
   501	08:20 0 
   502	08:21 0 
   503	08:22 0 
   504	08:23 0 
   505	08:24 0 
   506	08:25 0 
   507	08:26 0 
   508	08:27 0 
   509	08:28 0 
   510	08:29 0 
   511	08:30 0 
   512	08:31 0 
   513	08:32 0 
   514	08:33 0 
   515	08:34 0 
   516	08:35 0 
   517	08:36 0 
   518	08:37 0 
   519	08:38 0 
   520	08:39 0 
   521	08:40 0 
   522	08:41 0 
   523	08:42 0 
   524	08:43 0 
   525	08:44 0 
   526	08:45 0 
   527	08:46 0 
   528	08:47 0 
   529	08:48 0 
   530	08:49 0 
   531	08:50 0 
   532	08:51 0 
   533	08:52 0 
   534	08:53 0 
   535	08:54 0 
   536	08:55 0 
   537	08:56 0 
   538	08:57 0 
   539	08:58 0 
   540	08:59 0 
   541	09:00 0 
   542	09:01 0 
   543	09:02 0 
   544	09:03 0 
   545	09:04 0 
   546	09:05 0 
   547	09:06 0 
   548	09:07 0 
   549	09:08 0 
   550	09:09 0 
   551	09:10 0 
   552	09:11 0 
   553	09:12 0 
   554	09:13 0 
   555	09:14 0 
   556	09:15 0 
   557	09:16 0 
   558	09:17 0 
   559	09:18 0 
   560	09:19 0 
   561	09:20 0 
   562	09:21 0 
   563	09:22 0 
   564	09:23 0 
   565	09:24 0 
   566	09:25 0 
   567	09:26 0 
   568	09:27 0 
   569	09:28 0 
   570	09:29 0 
   571	09:30 0 
   572	09:31 0 
   573	09:32 0 
   574	09:33 0 
   575	09:34 0 
   576	09:35 0 
   577	09:36 0 
   578	09:37 0 
   579	09:38 0 
   580	09:39 0 
   581	09:40 0 
   582	09:41 0 
   583	09:42 0 
   584	09:43 0 
   585	09:44 0 
   586	09:45 0 
   587	09:46 0 
   588	09:47 0 
   589	09:48 0 
   590	09:49 0 
   591	09:50 0 
   592	09:51 0 
   593	09:52 0 
   594	09:53 0 
   595	09:54 0 
   596	09:55 0 
   597	09:56 0 
   598	09:57 0 
   599	09:58 0 
   600	09:59 0 
   601	10:00 0 
   602	10:01 0 
   603	10:02 25
   604	10:03 0 
   605	10:04 0 
   606	10:05 0 
   607	10:06 0 
   608	10:07 0 
   609	10:08 0 
   610	10:09 0 
   611	10:10 0 
   612	10:11 0 
   613	10:12 0 
   614	10:13 0 
   615	10:14 0 
   616	10:15 0 
   617	10:16 0 
   618	10:17 0 
   619	10:18 0 
   620	10:19 0 
   621	10:20 0 
   622	10:21 28
   623	10:22 0 
   624	10:23 0 
   625	10:24 0 
   626	10:25 0 
   627	10:26 0 
   628	10:27 0 
   629	10:28 0 
   630	10:29 0 
   631	10:30 0 
   632	10:31 0 
   633	10:32 0 
   634	10:33 0 
   635	10:34 0 
   636	10:35 0 
   637	10:36 0 
   638	10:37 0 
   639	10:38 19
   640	10:39 0 
   641	10:40 0 
   642	10:41 0 
   643	10:42 0 
   644	10:43 0 
   645	10:44 0 
   646	10:45 0 
   647	10:46 0 
   648	10:47 0 
   649	10:48 0 
   650	10:49 0 
   651	10:50 0 
   652	10:51 0 
   653	10:52 0 
   654	10:53 21 
   655	10:54 0 
   656	10:55 0 
   657	10:56 0 
   658	10:57 0 
   659	10:58 0 
   660	10:59 0 
   661	11:00 0 
   662	11:01 0 
   663	11:02 0 
   664	11:03 0 
   665	11:04 0 
   666	11:05 0 
   667	11:06 0 
   668	11:07 0 
   669	11:08 0 
   670	11:09 0 
   671	11:10 0 
   672	11:11 0 
   673	11:12 0 
   674	11:13 0 
   675	11:14 0 
   676	11:15 0 
   677	11:16 0 
   678	11:17 0 
   679	11:18 0 
   680	11:19 0 
   681	11:20 20
   682	11:21 0 
   683	11:22 0 
   684	11:23 0 
   685	11:24 0 
   686	11:25 0 
   687	11:26 0 
   688	11:27 0 
   689	11:28 0 
   690	11:29 0 
   691	11:30 0 
   692	11:31 14
   693	11:32 0 
   694	11:33 0 
   695	11:34 0 
   696	11:35 0 
   697	11:36 0 
   698	11:37 0 
   699	11:38 0 
   700	11:39 0 
   701	11:40 0 
   702	11:41 0 
   703	11:42 0 
   704	11:43 0 
   705	11:44 0 
   706	11:45 0 
   707	11:46 0 
   708	11:47 0 
   709	11:48 0 
   710	11:49 0 
   711	11:50 0 
   712	11:51 0 
   713	11:52 0 
   714	11:53 0 
   715	11:54 0 
   716	11:55 0 
   717	11:56 0 
   718	11:57 0 
   719	11:58 0 
   720	11:59 23 
   721	12:00 0 
   722	12:01 0 
   723	12:02 0 
   724	12:03 0 
   725	12:04 20 
   726	12:05 0 
   727	12:06 0 
   728	12:07 0 
   729	12:08 0 
   730	12:09 0 
   731	12:10 17 
   732	12:11 0 
   733	12:12 0 
   734	12:13 0 
   735	12:14 0 
   736	12:15 0 
   737	12:16 0 
   738	12:17 0 
   739	12:18 0 
   740	12:19 0 
   741	12:20 0 
   742	12:21 0 
   743	12:22 0 
   744	12:23 0 
   745	12:24 0 
   746	12:25 0 
   747	12:26 0 
   748	12:27 0 
   749	12:28 0 
   750	12:29 0 
   751	12:30 0 
   752	12:31 0 
   753	12:32 0 
   754	12:33 0 
   755	12:34 0 
   756	12:35 0 
   757	12:36 0 
   758	12:37 0 
   759	12:38 0 
   760	12:39 0 
   761	12:40 0 
   762	12:41 0 
   763	12:42 0 
   764	12:43 0 
   765	12:44 0 
   766	12:45 0 
   767	12:46 0 
   768	12:47 0 
   769	12:48 0 
   770	12:49 0 
   771	12:50 0 
   772	12:51 0 
   773	12:52 0 
   774	12:53 0 
   775	12:54 0 
   776	12:55 0 
   777	12:56 0 
   778	12:57 0 
   779	12:58 0 
   780	12:59 0 
   781	13:00 27 
   782	13:01 0 
   783	13:02 0 
   784	13:03 0 
   785	13:04 0 
   786	13:05 0 
   787	13:06 0 
   788	13:07 0 
   789	13:08 0 
   790	13:09 0 
   791	13:10 0 
   792	13:11 0 
   793	13:12 0 
   794	13:13 0 
   795	13:14 0 
   796	13:15 0 
   797	13:16 0 
   798	13:17 0 
   799	13:18 0 
   800	13:19 0 
   801	13:20 0 
   802	13:21 0 
   803	13:22 0 
   804	13:23 0 
   805	13:24 0 
   806	13:25 0 
   807	13:26 0 
   808	13:27 0 
   809	13:28 0 
   810	13:29 0 
   811	13:30 33 
   812	13:31 0 
   813	13:32 0 
   814	13:33 0 
   815	13:34 0 
   816	13:35 0 
   817	13:36 0 
   818	13:37 0 
   819	13:38 0 
   820	13:39 0 
   821	13:40 0 
   822	13:41 0 
   823	13:42 0 
   824	13:43 0 
   825	13:44 0 
   826	13:45 0 
   827	13:46 0 
   828	13:47 0 
   829	13:48 0 
   830	13:49 0 
   831	13:50 0 
   832	13:51 0 
   833	13:52 0 
   834	13:53 0 
   835	13:54 0 
   836	13:55 0 
   837	13:56 0 
   838	13:57 0 
   839	13:58 0 
   840	13:59 0 
   841	14:00 15 
   842	14:01 0 
   843	14:02 0 
   844	14:03 0 
   845	14:04 0 
   846	14:05 0 
   847	14:06 0 
   848	14:07 0 
   849	14:08 0 
   850	14:09 0 
   851	14:10 0 
   852	14:11 0 
   853	14:12 0 
   854	14:13 0 
   855	14:14 0 
   856	14:15 18 
   857	14:16 0 
   858	14:17 0 
   859	14:18 0 
   860	14:19 0 
   861	14:20 0 
   862	14:21 0 
   863	14:22 0 
   864	14:23 0 
   865	14:24 0 
   866	14:25 0 
   867	14:26 0 
   868	14:27 0 
   869	14:28 0 
   870	14:29 0 
   871	14:30 0 
   872	14:31 0 
   873	14:32 0 
   874	14:33 23 
   875	14:34 0 
   876	14:35 0 
   877	14:36 0 
   878	14:37 20 
   879	14:38 0 
   880	14:39 0 
   881	14:40 0 
   882	14:41 0 
   883	14:42 0 
   884	14:43 0 
   885	14:44 0 
   886	14:45 0 
   887	14:46 0 
   888	14:47 0 
   889	14:48 0 
   890	14:49 0 
   891	14:50 0 
   892	14:51 0 
   893	14:52 0 
   894	14:53 0 
   895	14:54 0 
   896	14:55 0 
   897	14:56 0 
   898	14:57 0 
   899	14:58 0 
   900	14:59 0 
   901	15:00 0 
   902	15:01 0 
   903	15:02 0 
   904	15:03 0 
   905	15:04 0 
   906	15:05 0 
   907	15:06 0 
   908	15:07 0 
   909	15:08 0 
   910	15:09 0 
   911	15:10 31 
   912	15:11 0 
   913	15:12 0 
   914	15:13 0 
   915	15:14 0 
   916	15:15 0 
   917	15:16 0 
   918	15:17 0 
   919	15:18 0 
   920	15:19 17 
   921	15:20 0 
   922	15:21 0 
   923	15:22 0 
   924	15:23 0 
   925	15:24 0 
   926	15:25 0 
   927	15:26 0 
   928	15:27 0 
   929	15:28 0 
   930	15:29 0 
   931	15:30 0 
   932	15:31 0 
   933	15:32 0 
   934	15:33 0 
   935	15:34 18 
   936	15:35 0 
   937	15:36 0 
   938	15:37 0 
   939	15:38 0 
   940	15:39 0 
   941	15:40 0 
   942	15:41 0 
   943	15:42 0 
   944	15:43 0 
   945	15:44 0 
   946	15:45 0 
   947	15:46 0 
   948	15:47 0 
   949	15:48 0 
   950	15:49 0 
   951	15:50 0 
   952	15:51 0 
   953	15:52 0 
   954	15:53 0 
   955	15:54 0 
   956	15:55 0 
   957	15:56 0 
   958	15:57 0 
   959	15:58 0 
   960	15:59 0 
   961	16:00 0 
   962	16:01 0 
   963	16:02 0 
   964	16:03 0 
   965	16:04 0 
   966	16:05 0 
   967	16:06 0 
   968	16:07 0 
   969	16:08 0 
   970	16:09 0 
   971	16:10 0 
   972	16:11 0 
   973	16:12 0 
   974	16:13 0 
   975	16:14 0 
   976	16:15 0 
   977	16:16 0 
   978	16:17 0 
   979	16:18 0 
   980	16:19 0 
   981	16:20 0 
   982	16:21 0 
   983	16:22 0 
   984	16:23 0 
   985	16:24 0 
   986	16:25 0 
   987	16:26 0 
   988	16:27 0 
   989	16:28 0 
   990	16:29 0 
   991	16:30 0 
   992	16:31 0 
   993	16:32 0 
   994	16:33 0 
   995	16:34 0 
   996	16:35 0 
   997	16:36 0 
   998	16:37 0 
   999	16:38 0 
  1000	16:39 0 
  1001	16:40 0 
  1002	16:41 0 
  1003	16:42 0 
  1004	16:43 0 
  1005	16:44 0 
  1006	16:45 0 
  1007	16:46 0 
  1008	16:47 0 
  1009	16:48 0 
  1010	16:49 0 
  1011	16:50 0 
  1012	16:51 0 
  1013	16:52 0 
  1014	16:53 0 
  1015	16:54 21 
  1016	16:55 0 
  1017	16:56 0 
  1018	16:57 0 
  1019	16:58 0 
  1020	16:59 0 
  1021	17:00 0 
  1022	17:01 0 
  1023	17:02 0 
  1024	17:03 0 
  1025	17:04 0 
  1026	17:05 0 
  1027	17:06 0 
  1028	17:07 16 
  1029	17:08 0 
  1030	17:09 0 
  1031	17:10 0 
  1032	17:11 0 
  1033	17:12 0 
  1034	17:13 0 
  1035	17:14 0 
  1036	17:15 0 
  1037	17:16 0 
  1038	17:17 0 
  1039	17:18 0 
  1040	17:19 21 
  1041	17:20 0 
  1042	17:21 0 
  1043	17:22 0 
  1044	17:23 0 
  1045	17:24 0 
  1046	17:25 0 
  1047	17:26 17 
  1048	17:27 0 
  1049	17:28 0 
  1050	17:29 0 
  1051	17:30 0 
  1052	17:31 0 
  1053	17:32 0 
  1054	17:33 0 
  1055	17:34 0 
  1056	17:35 0 
  1057	17:36 0 
  1058	17:37 0 
  1059	17:38 0 
  1060	17:39 0 
  1061	17:40 0 
  1062	17:41 0 
  1063	17:42 0 
  1064	17:43 0 
  1065	17:44 0 
  1066	17:45 0 
  1067	17:46 0 
  1068	17:47 0 
  1069	17:48 0 
  1070	17:49 0 
  1071	17:50 0 
  1072	17:51 0 
  1073	17:52 0 
  1074	17:53 0 
  1075	17:54 0 
  1076	17:55 0 
  1077	17:56 0 
  1078	17:57 0 
  1079	17:58 0 
  1080	17:59 0 
  1081	18:00 0 
  1082	18:01 0 
  1083	18:02 0 
  1084	18:03 0 
  1085	18:04 0 
  1086	18:05 0 
  1087	18:06 0 
  1088	18:07 0 
  1089	18:08 0 
  1090	18:09 0 
  1091	18:10 0 
  1092	18:11 0 
  1093	18:12 0 
  1094	18:13 0 
  1095	18:14 0 
  1096	18:15 0 
  1097	18:16 0 
  1098	18:17 0 
  1099	18:18 0 
  1100	18:19 0 
  1101	18:20 0 
  1102	18:21 0 
  1103	18:22 0 
  1104	18:23 0 
  1105	18:24 0 
  1106	18:25 0 
  1107	18:26 0 
  1108	18:27 0 
  1109	18:28 0 
  1110	18:29 0 
  1111	18:30 0 
  1112	18:31 0 
  1113	18:32 0 
  1114	18:33 0 
  1115	18:34 0 
  1116	18:35 0 
  1117	18:36 0 
  1118	18:37 0 
  1119	18:38 0 
  1120	18:39 0 
  1121	18:40 0 
  1122	18:41 0 
  1123	18:42 0 
  1124	18:43 0 
  1125	18:44 0 
  1126	18:45 0 
  1127	18:46 0 
  1128	18:47 0 
  1129	18:48 0 
  1130	18:49 0 
  1131	18:50 0 
  1132	18:51 0 
  1133	18:52 0 
  1134	18:53 0 
  1135	18:54 0 
  1136	18:55 0 
  1137	18:56 0 
  1138	18:57 0 
  1139	18:58 0 
  1140	18:59 0 
  1141	19:00 0 
  1142	19:01 0 
  1143	19:02 0 
  1144	19:03 0 
  1145	19:04 0 
  1146	19:05 0 
  1147	19:06 0 
  1148	19:07 0 
  1149	19:08 0 
  1150	19:09 0 
  1151	19:10 0 
  1152	19:11 0 
  1153	19:12 0 
  1154	19:13 0 
  1155	19:14 0 
  1156	19:15 0 
  1157	19:16 0 
  1158	19:17 0 
  1159	19:18 0 
  1160	19:19 0 
  1161	19:20 0 
  1162	19:21 0 
  1163	19:22 0 
  1164	19:23 0 
  1165	19:24 0 
  1166	19:25 0 
  1167	19:26 0 
  1168	19:27 0 
  1169	19:28 0 
  1170	19:29 0 
  1171	19:30 0 
  1172	19:31 0 
  1173	19:32 0 
  1174	19:33 0 
  1175	19:34 0 
  1176	19:35 0 
  1177	19:36 0 
  1178	19:37 0 
  1179	19:38 0 
  1180	19:39 0 
  1181	19:40 0 
  1182	19:41 0 
  1183	19:42 0 
  1184	19:43 0 
  1185	19:44 0 
  1186	19:45 0 
  1187	19:46 0 
  1188	19:47 0 
  1189	19:48 0 
  1190	19:49 0 
  1191	19:50 0 
  1192	19:51 0 
  1193	19:52 0 
  1194	19:53 0 
  1195	19:54 0 
  1196	19:55 0 
  1197	19:56 0 
  1198	19:57 0 
  1199	19:58 0 
  1200	19:59 0 
  1201	20:00 0 
  1202	20:01 0 
  1203	20:02 0 
  1204	20:03 0 
  1205	20:04 0 
  1206	20:05 0 
  1207	20:06 0 
  1208	20:07 0 
  1209	20:08 0 
  1210	20:09 0 
  1211	20:10 0 
  1212	20:11 0 
  1213	20:12 0 
  1214	20:13 0 
  1215	20:14 0 
  1216	20:15 0 
  1217	20:16 0 
  1218	20:17 0 
  1219	20:18 0 
  1220	20:19 0 
  1221	20:20 0 
  1222	20:21 0 
  1223	20:22 0 
  1224	20:23 0 
  1225	20:24 0 
  1226	20:25 0 
  1227	20:26 0 
  1228	20:27 0 
  1229	20:28 0 
  1230	20:29 0 
  1231	20:30 0 
  1232	20:31 0 
  1233	20:32 0 
  1234	20:33 0 
  1235	20:34 0 
  1236	20:35 0 
  1237	20:36 0 
  1238	20:37 0 
  1239	20:38 0 
  1240	20:39 0 
  1241	20:40 0 
  1242	20:41 0 
  1243	20:42 0 
  1244	20:43 0 
  1245	20:44 0 
  1246	20:45 0 
  1247	20:46 0 
  1248	20:47 0 
  1249	20:48 0 
  1250	20:49 0 
  1251	20:50 0 
  1252	20:51 0 
  1253	20:52 0 
  1254	20:53 0 
  1255	20:54 0 
  1256	20:55 0 
  1257	20:56 0 
  1258	20:57 0 
  1259	20:58 0 
  1260	20:59 0 
  1261	21:00 0 
  1262	21:01 0 
  1263	21:02 0 
  1264	21:03 0 
  1265	21:04 0 
  1266	21:05 0 
  1267	21:06 0 
  1268	21:07 0 
  1269	21:08 0 
  1270	21:09 0 
  1271	21:10 0 
  1272	21:11 0 
  1273	21:12 0 
  1274	21:13 0 
  1275	21:14 0 
  1276	21:15 0 
  1277	21:16 0 
  1278	21:17 0 
  1279	21:18 0 
  1280	21:19 0 
  1281	21:20 0 
  1282	21:21 0 
  1283	21:22 0 
  1284	21:23 0 
  1285	21:24 0 
  1286	21:25 0 
  1287	21:26 0 
  1288	21:27 0 
  1289	21:28 0 
  1290	21:29 0 
  1291	21:30 0 
  1292	21:31 0 
  1293	21:32 0 
  1294	21:33 0 
  1295	21:34 0 
  1296	21:35 0 
  1297	21:36 0 
  1298	21:37 0 
  1299	21:38 0 
  1300	21:39 0 
  1301	21:40 0 
  1302	21:41 0 
  1303	21:42 0 
  1304	21:43 0 
  1305	21:44 0 
  1306	21:45 0 
  1307	21:46 0 
  1308	21:47 0 
  1309	21:48 0 
  1310	21:49 0 
  1311	21:50 0 
  1312	21:51 0 
  1313	21:52 0 
  1314	21:53 0 
  1315	21:54 0 
  1316	21:55 0 
  1317	21:56 0 
  1318	21:57 0 
  1319	21:58 0 
  1320	21:59 0 
  1321	22:00 0 
  1322	22:01 0 
  1323	22:02 0 
  1324	22:03 0 
  1325	22:04 0 
  1326	22:05 0 
  1327	22:06 0 
  1328	22:07 0 
  1329	22:08 0 
  1330	22:09 0 
  1331	22:10 0 
  1332	22:11 0 
  1333	22:12 0 
  1334	22:13 0 
  1335	22:14 0 
  1336	22:15 0 
  1337	22:16 0 
  1338	22:17 0 
  1339	22:18 0 
  1340	22:19 0 
  1341	22:20 0 
  1342	22:21 0 
  1343	22:22 0 
  1344	22:23 0 
  1345	22:24 0 
  1346	22:25 0 
  1347	22:26 0 
  1348	22:27 0 
  1349	22:28 0 
  1350	22:29 0 
  1351	22:30 0 
  1352	22:31 0 
  1353	22:32 0 
  1354	22:33 0 
  1355	22:34 0 
  1356	22:35 0 
  1357	22:36 0 
  1358	22:37 0 
  1359	22:38 0 
  1360	22:39 0 
  1361	22:40 0 
  1362	22:41 0 
  1363	22:42 0 
  1364	22:43 0 
